KO	feature	name	probability_default	probability
K12570	mobileOG_000050280	BQ2027_MB2839C	0.0017915217740352	0.0004976678739113
K12570	K01466	allB; allantoinase [EC:3.5.2.5]	0.0017915217740352	0.0011964303314099
K12570	K01788	nanE; N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	0.0017915217740352	0.0012926241166516
K12570	K07749	frc; formyl-CoA transferase [EC:2.8.3.16]	0.0017915217740352	0.0013930489777137
K12570	K03800	lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]	0.0017915217740352	0.0014920247362742
K12570	mobileOG_000365548	mug	0.0017915217740352	0.0014922620427646
K12570	mobileOG_000034793	diaA	0.0017915217740352	0.001492505850136
K12570	K05881	dhaM; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	0.0017915217740352	0.0014931314601776
K12570	K05515	mrdA; penicillin-binding protein 2 [EC:3.4.16.4]	0.0017915217740352	0.0014933350820093
K12570	K06158	ABCF3; ATP-binding cassette, subfamily F, member 3	0.0017915217740352	0.001991286900899
K12570	K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	0.0017915217740352	0.0020903581573166
K12570	K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]	0.0017915217740352	0.0020910847347138
K12570	K02073	metQ; D-methionine transport system substrate-binding protein	0.0017915217740352	0.0020913424532073
K12570	mobileOG_000325246	dnaA	0.0017915217740352	0.0020914359724281
K12570	K22293	rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor	0.0017915217740352	0.0021902856665237
K12570	K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	0.0017915217740352	0.0021905152857896
K12570	K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	0.0017915217740352	0.0021906601591851
K12570	mobileOG_000331552	tmk	0.0017915217740352	0.0022902911782333
K12570	K03688	ubiB, aarF; ubiquinone biosynthesis protein	0.0017915217740352	0.0023898026142361
K12570	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	0.0017915217740352	0.0023905798727146
K12570	K00287	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	0.0017915217740352	0.0025889758556435
K12570	K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	0.0017915217740352	0.002687137954567
K12570	K02970	RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21	0.0017915217740352	0.0026880648030777
K12570	mobileOG_000187617	dnaE	0.0017915217740352	0.0026895667401932
K12570	K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	0.0017915217740352	0.0028874831403523
