KO	feature	name	probability_default	probability
K18909	K23537	nupA; general nucleoside transport system ATP-binding protein	0.0076516015134961	0.0095570303656045
K18909	K13542	cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	0.0076516015134961	0.0095827077733726
K18909	K08681	pdxT, pdx2; 5-phosphate synthase pdxT subunit [EC:4.3.3.6]	0.0076516015134961	0.0096666339990897
K18909	K16785	ecfT; energy-coupling factor transport system permease protein	0.0076516015134961	0.0096982816666179
K18909	K02229	cobG; precorrin-3B synthase [EC:1.14.13.83]	0.0076516015134961	0.0097088148678718
K18909	K03298	TC.DME; drug/metabolite transporter, DME family	0.0076516015134961	0.0098257484917436
K18909	K20971	ladS; two-component system, sensor histidine kinase LadS	0.0076516015134961	0.0098424075470264
K18909	K00805	hepST; heptaprenyl diphosphate synthase [EC:2.5.1.30]	0.0076516015134961	0.0099024304112391
K18909	K07177	K07177; Lon-like protease	0.0076516015134961	0.0099983237085279
K18909	K04074	divIVA; cell division initiation protein	0.0076516015134961	0.0101376537939072
K18909	K21600	csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor	0.0076516015134961	0.0103643806823167
K18909	K07030	K07030; uncharacterized protein	0.0076516015134961	0.0105440105781961
K18909	mobileOG_000334867	nfo	0.0076516015134961	0.0106159905936013
K18909	K06215	pdxS, pdx1; pyridoxal 5-phosphate synthase pdxS subunit [EC:4.3.3.6]	0.0076516015134961	0.0108676060535017
K18909	K10917	aphA; PadR family transcriptional regulator, regulatory protein AphA	0.0076516015134961	0.0109616015160913
K18909	mobileOG_000362884	helD	0.0076516015134961	0.0111224861010462
K18909	mobileOG_000134557	rnj	0.0076516015134961	0.0118137134825942
K18909	K05832	ABC.X4.P; putative ABC transport system permease protein	0.0076516015134961	0.0134764086747182
K18909	K09764	K09764; uncharacterized protein	0.0076516015134961	0.013513445894539
K18909	mobileOG_000057598	pcrA	0.0076516015134961	0.0145305828201464
K18909	K07284	srtA; sortase A [EC:3.4.22.70]	0.0076516015134961	0.0163868367832288
K18909	K09762	K09762; uncharacterized protein	0.0076516015134961	0.0184075186498035
K18909	K01005	tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	0.0076516015134961	0.0185293229078871
K18909	K06960	K06960; uncharacterized protein	0.0076516015134961	0.0199453287192632
K18909	K06346	jag; spoIIIJ-associated protein	0.0076516015134961	0.0251498887145396
