KO	feature	name	probability_default	probability
K00662	mobileOG_000005429	recX	0.4492326231585198	0.4393843808921002
K00662	K09940	K09940; uncharacterized protein	0.4492326231585198	0.4406844867173519
K00662	K18208	RNLS; renalase [EC:1.6.3.5]	0.4492326231585198	0.4436139391586129
K00662	K07017	K07017; uncharacterized protein	0.4492326231585198	0.4436788739522219
K00662	human_skin		0.4492326231585198	0.4444567483084854
K00662	K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	0.4492326231585198	0.4449694229850139
K00662	K07182	K07182; CBS domain-containing protein	0.4492326231585198	0.4458259024875479
K00662	K02075	ABC.ZM.P; zinc/manganese transport system permease protein	0.4492326231585198	0.4460616667646697
K00662	K22187	xylA; alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]	0.4492326231585198	0.4462829374624143
K00662	K05343	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	0.4492326231585198	0.4465124408959919
K00662	K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]	0.4492326231585198	0.4465404950072108
K00662	K06384	spoIIM; stage II sporulation protein M	0.4492326231585198	0.4465424231741453
K00662	K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]	0.4492326231585198	0.4466823347259459
K00662	K20989	DUR3; urea-proton symporter	0.4492326231585198	0.446724673930687
K00662	K09167	K09167; uncharacterized protein	0.4492326231585198	0.4467507015846498
K00662	K23256	curA; NADPH-dependent curcumin reductase [EC:1.3.1.-]	0.4492326231585198	0.446832197347035
K00662	K08987	K08987; putative membrane protein	0.4492326231585198	0.4468737813365175
K00662	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0.4492326231585198	0.4515040792283983
K00662	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]	0.4492326231585198	0.4515460169343531
K00662	K22278	pgdA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	0.4492326231585198	0.4517436696373247
K00662	K18676	gspK; glucosamine kinase [EC:2.7.1.8]	0.4492326231585198	0.4517582598764678
K00662	K00824	dat; D-alanine transaminase [EC:2.6.1.21]	0.4492326231585198	0.4519644313007482
K00662	K15532	yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	0.4492326231585198	0.4519845841078447
K00662	K08679	E5.1.3.6; UDP-glucuronate 4-epimerase [EC:5.1.3.6]	0.4492326231585198	0.4532060070027179
K00662	K06996	K06996; uncharacterized protein	0.4492326231585198	0.4532128687037207
