ARG	feature	score_RF	score_Odds	name
K07660	K00003	0.0001144383219279	0.4316328554307396	K00003 hom; homoserine dehydrogenase [EC:1.1.1.3]
K07660	K00012	0.0001441043231398	0.2348981042739061	K00012 UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
K07660	K00015	0.0001234289569671	0.7269809651906702	K00015 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K07660	K00023	0.0037286384074696	1.305701654191897	K00023 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K07660	K00024	5.839294572025543e-05	0.7023738406457931	K00024 mdh; malate dehydrogenase [EC:1.1.1.37]
K07660	K00029	0.0001848443511277	0.8596670131714786	K00029 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K07660	K00064	5.605314765996173e-05	0.483394219383495	K00064 E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
K07660	K00074	8.086880369254284e-05	0.3659486978557895	K00074 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K07660	K00078	2.1610683358322502e-05	-0.5260275289584649	K00078 DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K07660	K00097	0.0003365013216264	1.033794413958034	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K07660	K00102	0.0008701023180298	1.0739715923543771	K00102 LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K07660	K00104	0.0004008137189556	0.7094925636001255	K00104 glcD; glycolate oxidase [EC:1.1.3.15]
K07660	K00108	0.0001529763377331	0.947973452936094	K00108 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K07660	K00124	6.274859630254637e-05	0.4398079472059781	K00124 fdoH, fdsB; formate dehydrogenase iron-sulfur subunit
K07660	K00127	5.269774261435764e-05	0.5133751523271254	K00127 fdoI, fdsG; formate dehydrogenase subunit gamma
K07660	K00135	9.110152098592166e-05	0.969213466902862	K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K07660	K00140	0.00015718049838	0.755417746258022	K00140 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K07660	K00162	0.0001263816676461	-0.0438159352084334	K00162 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K07660	K00163	5.750406091008998e-05	0.2157845690578388	K00163 aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K07660	K00174	0.000214296610828	-0.3404930284293826	K00174 korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K07660	K00228	0.000507871385597	1.2226426362401988	K00228 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K07660	K00231	8.387259770749481e-05	-0.7528919948960571	K00231 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K07660	K00242	0.0004612353541685	1.2098389744777902	K00242 sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K07660	K00243	0.0001141487416141	-0.7149183131750525	K00243 K00243; uncharacterized protein
K07660	K00252	0.0001174003993761	0.8148093023279505	K00252 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K07660	K00253	0.0003530314001656	0.8680479723549608	K00253 IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K07660	K00254	0.0002234052232334	0.780451707432807	K00254 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K07660	K00261	0.0065907740276636	-0.9337645936540248	K00261 GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K07660	K00262	0.0001729422540516	-0.5580361122974702	K00262 E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K07660	K00281	4.1164414557578574e-05	0.3047213067110667	K00281 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K07660	K00282	0.0001926451222407	-0.1600416745937239	K00282 gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K07660	K00287	0.0013150151338101	1.1551880264674472	K00287 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K07660	K00297	8.051234035303356e-06	1.081491716939048	K00297 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K07660	K00318	1.628224272085732e-16	-1.0617023865655049	K00318 PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]
K07660	K00324	0.000331764800716	1.103490109048392	K00324 pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
K07660	K00325	0.0003068960775023	1.1154144609016958	K00325 pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
K07660	K00330	0.0001137529933213	0.8021995892357445	K00330 nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K07660	K00332	0.0001109044972089	0.967649786320668	K00332 nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K07660	K00333	3.492094751607963e-05	0.7915630447160065	K00333 nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K07660	K00334	9.742842525470712e-05	0.8203943786422865	K00334 nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K07660	K00337	0.0001045564607984	0.9149734776343386	K00337 nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K07660	K00338	7.832403887118718e-05	0.8695230004927832	K00338 nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K07660	K00339	8.487673404200795e-05	0.8461143138457549	K00339 nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K07660	K00340	9.854279894049208e-05	0.7995562765544297	K00340 nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K07660	K00342	0.0001487338578402	1.061026647779413	K00342 nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K07660	K00343	0.0001328398037154	0.7905690656729989	K00343 nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K07660	K00362	0.0003996658330113	0.8710607905428686	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K07660	K00363	0.00051735953643	0.8298559060102453	K00363 nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K07660	K00372	0.0037666471553201	1.2956969975039336	K00372 nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K07660	K00381	0.0027365248117619	1.821564214515042	K00381 cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K07660	K00383	0.0027373111720839	1.1891021380032616	K00383 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K07660	K00390	0.0008551025879702	1.3969461618263987	K00390 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K07660	K00404	0.0115998928836687	1.5622305271152537	K00404 ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K07660	K00405	0.0119225936104499	1.5692011859021882	K00405 ccoO; cytochrome c oxidase cbb3-type subunit II
K07660	K00406	0.0008595076543135	1.2173680647363865	K00406 ccoP; cytochrome c oxidase cbb3-type subunit III
K07660	K00407	0.0019851271380832	1.304584217070176	K00407 ccoQ; cytochrome c oxidase cbb3-type subunit IV
K07660	K00412	0.0018490297263633	1.392892396790094	K00412 CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit
K07660	K00446	0.0006113979229712	0.7043055035727145	K00446 dmpB, xylE; catechol 2,3-dioxygenase [EC:1.13.11.2]
K07660	K00459	0.0001465388783082	0.2018892095862335	K00459 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K07660	K00480	0.0012707171598946	1.1085417657637326	K00480 E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]
K07660	K00528	0.0027562844322742	1.701557701646906	K00528 fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K07660	K00548	4.7774055633064826e-05	1.0160665634348778	K00548 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K07660	K00564	0.0001645102916324	0.3093887544450894	K00564 rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
K07660	K00573	5.529431094175865e-05	1.4552661139259095	K00573 E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K07660	K00574	0.0001988363980729	1.545233744850936	K00574 cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
K07660	K00575	0.0002522060917107	0.5535118289672463	K00575 cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
