ARG	feature	score_RF	score_Odds
K02172	K00015	0.0001452362791152	0.3195292721694421
K02172	K00029	0.0005960456089148	-0.0291557394640306
K02172	K00036	0.0003832657860834	-0.1548654586887756
K02172	K00045	0.0024544224583364	-1.2069770493097678
K02172	K00078	0.00044308981129	-0.1130622369404372
K02172	K00097	0.0009516665526573	-0.1969598765088816
K02172	K00098	0.0003136372348174	-0.1886308621309971
K02172	K00102	0.0007014460614659	0.3188508023698586
K02172	K00108	0.0002724008158583	-0.3592533501090316
K02172	K00124	0.0002780333463831	-0.2895241380362374
K02172	K00127	0.0002812971707855	-0.1392801479586568
K02172	K00128	0.0003469593620068	0.0674614205531
K02172	K00140	0.0006347246220109	-0.0553010667365044
K02172	K00151	0.0002955642142864	0.1757180608717938
K02172	K00161	0.0007309608417772	0.1217865750821469
K02172	K00162	0.0004072270575219	-0.0380643072992511
K02172	K00163	7.576668509567833e-05	-0.5140163969042035
K02172	K00174	0.0004931394902461	0.2095160982338839
K02172	K00208	0.0008657436353454	0.1529618662635445
K02172	K00219	0.000322464311636	-0.2942700005558035
K02172	K00242	0.0001021176616736	-0.5094375865760582
K02172	K00243	0.0008556737931722	0.6301816181888309
K02172	K00254	0.0003182047504079	-0.548011622148304
K02172	K00275	0.000302276623293	-0.4715392447015261
K02172	K00278	0.0004030986836816	-0.261714954847848
K02172	K00281	0.0002290751104523	-0.5330163019669727
K02172	K00282	0.0005698681238954	0.5561322349540114
K02172	K00283	0.0004885328653037	0.5574421118294541
K02172	K00285	0.0003307623230983	-0.294135531214655
K02172	K00297	0.0004977399504588	-0.5742150574719624
K02172	K00302	0.0004383764678641	-0.6033706715923999
K02172	K00304	0.0003445217932337	-0.5599230111887417
K02172	K00305	0.0002350093114477	-0.5495002112555276
K02172	K00322	0.00065994350228	-0.6254346719304217
K02172	K00324	0.0003352635170628	-0.5167253807571791
K02172	K00325	0.0002716409801809	-0.4992439582042266
K02172	K00330	0.0002442831303543	-0.3738529615833543
K02172	K00332	0.0002779043835843	-0.1341869735157435
K02172	K00335	0.0002658353732688	-0.4462087152385448
K02172	K00336	0.0001249474690654	-0.4847779449604603
K02172	K00337	0.0001295806007688	-0.3117373713439509
K02172	K00339	0.0002868219400588	-0.3724923639803769
K02172	K00341	0.0003104486816948	-0.3704836496997285
K02172	K00342	0.0003060590828055	-0.5516657507087823
K02172	K00343	0.0003505461774014	-0.4033273158489805
K02172	K00380	0.0002516402056816	0.1831525881834418
K02172	K00390	0.0004319785987144	-0.1888574225650725
