ARG	feature	score_RF	score_Odds
K03585	K00038	0.0003560137583661	-0.9198502664884384
K03585	K00055	0.0001011074661475	-1.0015564133790371
K03585	K00060	0.0001304200051908	-0.0089192180109685
K03585	K00078	0.0008659404887475	-0.7583495193970757
K03585	K00097	0.0002100072023393	0.8926714597910452
K03585	K00111	0.0002131339260112	-0.1762649554418907
K03585	K00116	0.0002049499041887	-0.5366924221844219
K03585	K00135	0.0002388991295917	-0.1730535024719945
K03585	K00138	0.0001625330283432	-0.8097058945505256
K03585	K00153	0.0002422489906876	-2.0104274795003554
K03585	K00156	0.0004246533696981	-1.3741574208733387
K03585	K00163	0.0001188403562655	-0.5393199418164377
K03585	K00208	0.0002391670044861	0.4720663002932446
K03585	K00220	0.0001373847747188	1.0023650095063013
K03585	K00227	0.0004017644984421	1.073115653249338
K03585	K00228	0.0014220480060754	1.018588824743207
K03585	K00231	0.001048230934531	-0.8514294863189504
K03585	K00232	1.2522235900521036e-05	-1.503044930151632
K03585	K00243	0.0002193908901958	0.0097634077474673
K03585	K00254	0.0001431614316963	0.0674864793285034
K03585	K00274	0.000142620766118	-0.5648827284875819
K03585	K00287	0.0005388650296092	-0.4773169461796303
K03585	K00294	0.0001448615421966	-0.6208846318305342
K03585	K00301	0.0002622612786647	-0.9096301468681096
K03585	K00309	1.793650440902895e-05	-1.56837735420903
K03585	K00320	0.0004424539153769	-1.5197613610574916
K03585	K00325	0.0004801490545688	0.3801507593798844
K03585	K00330	0.0005214339722886	0.2605129179535556
K03585	K00335	0.0034321583115421	0.5808364314048904
K03585	K00364	0.0017589923608647	-1.6400485693131217
K03585	K00365	3.943983562462391e-05	-1.4047978117270925
K03585	K00371	0.0001081199130762	-0.749066678487979
K03585	K00374	0.0001184218027541	-0.8364514847227214
K03585	K00405	0.0002210357684624	1.0571840703717792
K03585	K00406	0.0006172251943182	0.9256634393359956
K03585	K00412	0.0004684055814293	0.9158796830621307
K03585	K00425	0.0005950067837454	-0.3242011396111496
K03585	K00428	0.0006790940481098	0.9853273480629634
K03585	K00481	6.167669544124578e-05	-0.2265501132731177
K03585	K00491	0.0004331178078455	-0.9885879516513354
