KO	feature	name	probability_default	probability
K21288	K07223	yfeX; porphyrinogen peroxidase [EC:1.11.1.-]	0.7871409748154194	0.6905101010783599
K21288	K00424	cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	0.7871409748154194	0.7007133082414413
K21288	K01058	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	0.7871409748154194	0.7027659481750165
K21288	human		0.7871409748154194	0.7309058143679884
K21288	K07000	K07000; uncharacterized protein	0.7871409748154194	0.7374071684719917
K21288	K03576	metR; LysR family transcriptional regulator, regulator for metE and metH	0.7871409748154194	0.747204861235105
K21288	K03543	emrA; membrane fusion protein, multidrug efflux system	0.7871409748154194	0.7485683424146671
K21288	K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]	0.7871409748154194	0.7519358421431684
K21288	K01992	ABC-2.P; ABC-2 type transport system permease protein	0.7871409748154194	0.7520248616469414
K21288	K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	0.7871409748154194	0.7523531105404041
K21288	K04758	feoA; ferrous iron transport protein A	0.7871409748154194	0.7559865510343705
K21288	mobileOG_000189051	recO	0.7871409748154194	0.7566067391857327
K21288	K03498	trkH, trkG, ktrB; trk system potassium uptake protein	0.7871409748154194	0.7582285521096246
K21288	K03499	trkA, ktrA; trk system potassium uptake protein	0.7871409748154194	0.7590168313531266
K21288	K04759	feoB; ferrous iron transport protein B	0.7871409748154194	0.7596969994189107
K21288	gut		0.7871409748154194	0.7609591983534801
K21288	K03646	tolA; colicin import membrane protein	0.7871409748154194	0.7613242940150299
K21288	K11928	putP; sodium/proline symporter	0.7871409748154194	0.7621217250361859
K21288	K08303	K08303; putative protease [EC:3.4.-.-]	0.7871409748154194	0.762337127140509
K21288	K01579	panD; aspartate 1-decarboxylase [EC:4.1.1.11]	0.7871409748154194	0.7623692497674184
K21288	K03767	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	0.7871409748154194	0.7623706840784977
K21288	K11751	ushA; 5-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	0.7871409748154194	0.7637773902113362
K21288	bioreactor		0.7871409748154194	0.7637994698681463
K21288	K03690	ubiJ; ubiquinone biosynthesis protein UbiJ	0.7871409748154194	0.7638081771264051
K21288	K18335	K18335; 2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]	0.7871409748154194	0.8208870345079469
