ARG	feature	score_RF	score_Odds
K15739	K00003	0.0002643913468554	1.367488345760079
K15739	K00012	0.000280018500959	-0.1245745164320216
K15739	K00020	0.0003040419237189	0.2481630957682357
K15739	K00024	0.0002934881390162	0.0839986807575333
K15739	K00027	0.0017122068757781	0.8516804852686304
K15739	K00029	0.0017197952725814	-1.0418223815599097
K15739	K00033	0.0001141169760583	0.2639490591826374
K15739	K00038	0.0007838870394457	0.4310397801881714
K15739	K00074	0.0004243909751333	0.1179413442384351
K15739	K00078	0.0025434069254573	0.8404453273559237
K15739	K00097	0.0017323712869269	-1.7748341409944772
K15739	K00108	0.0001583111503783	-0.1081740266794333
K15739	K00124	0.0006293148657187	-0.403820159884136
K15739	K00147	0.0003434852888469	0.6243000931726298
K15739	K00154	2.092067441911019e-05	-1.2630179363666685
K15739	K00162	0.0001228743189625	0.2828248695176854
K15739	K00163	8.461634902887652e-05	-0.0819605995549499
K15739	K00228	0.0015698443463985	-1.3379662975551816
K15739	K00231	0.0010127782235449	0.8098957441828939
K15739	K00242	0.0001964771251489	-0.189317378263787
K15739	K00243	0.0001627487951574	0.0372137148957174
K15739	K00263	0.0002543806950161	0.1253369565329349
K15739	K00281	4.261272984882393e-05	-0.3062379980468382
K15739	K00283	0.0006265795359819	0.4667398311925533
K15739	K00287	0.0004646920376878	-0.4105577394596706
K15739	K00290	0.0002721066485659	0.0739518499253542
K15739	K00294	0.0003893808506457	0.5301855345340979
K15739	K00297	0.0003230033624436	-0.3569272237040584
K15739	K00311	0.0001454519864856	-1.0891004389706431
K15739	K00322	0.0004554705234798	-0.5725135405096995
K15739	K00324	0.0002380510928389	-0.4935641607458624
K15739	K00333	0.0006037025888481	0.2679855265368304
K15739	K00334	0.0006742247926613	0.0277449366405261
K15739	K00339	0.0003521498721187	0.0001388099930786
K15739	K00341	0.0004727218404495	-0.043193986322017
K15739	K00342	0.0001843793188234	-0.1543434186314164
K15739	K00372	6.741277246617063e-05	-0.1941071877780465
K15739	K00381	0.0001309176313259	-0.3921162576550805
K15739	K00383	0.0006391434917343	-1.608712933759341
K15739	K00405	7.097464597244166e-18	-1.4528286122736722
K15739	K00406	0.0004981960116027	-1.2633898056547288
K15739	K00411	0.0002237040308752	-1.608153080847307
K15739	K00412	8.863717509263745e-05	-1.6435887105898055
K15739	K00413	0.0001089170795977	-1.6084561162989637
K15739	K00424	2.9912216087968532e-18	-1.258454736238943
K15739	K00428	0.0004694580485047	-1.227173313818604
K15739	K00457	0.0007616470643115	-0.0580833591202977
K15739	K00528	0.0001557898456373	-0.0766977785177579
K15739	K00568	0.000296162227789	-0.2693589130139384
K15739	K00574	9.430566610001016e-05	-0.2550826931018832
K15739	K00588	0.0007222314814533	0.7328804131058667
K15739	K00606	0.0003056342991546	-0.018360841824212
K15739	K00620	0.0002021306640761	0.4358289731080139
K15739	K00626	0.0001272429875763	0.0129960370236265
K15739	K00639	0.0004157466590834	0.0731710357322469
K15739	K00645	0.0027524270277994	0.0945775926393139
K15739	K00652	0.0003043173318818	0.0614957244227379
K15739	K00656	0.0002537357292007	0.5147942029897136
K15739	K00666	0.0004020973968467	0.3309674093545455
K15739	K00674	8.79543012625142e-05	-0.4540009453194549
K15739	K00677	0.0089816881150657	-1.560002528653475
K15739	K00684	0.0016589737952485	-1.0667786298634243
K15739	K00703	0.0001157296271115	-0.0210367230206366
K15739	K00705	0.0001648409595069	0.006102586962787
K15739	K00748	0.0165367780823481	-2.0441898730564594
K15739	K00754	0.0001834100705117	0.3761883014773211
K15739	K00756	0.0004002545258464	0.6761766932923561
K15739	K00759	0.0001672644113033	0.1987219311878964
K15739	K00761	0.0002518043788603	0.8051332525579902
K15739	K00768	0.0048944366123797	0.6959952889539346
K15739	K00784	0.001177535359415	0.8505263900469058
K15739	K00795	8.372664130426813e-05	-1.6018330826450784
K15739	K00805	0.0026590173817405	0.9548534585744458
K15739	K00821	0.0008500533722993	0.5446979265238723
K15739	K00824	0.0002635304494798	-0.3465848724419399
K15739	K00830	0.0003171524385846	0.0999111356279797
K15739	K00836	0.0001611099303517	0.2400641674098027
K15739	K00845	0.0044504450538136	1.4179378871204398
K15739	K00847	0.0006084112467535	0.4327100266928794
K15739	K00848	0.0022463141107447	0.8506046713868735
K15739	K00849	0.0002233701651541	0.6126319839597834
K15739	K00857	0.0003800502920613	0.4245192599584064
K15739	K00865	0.0061682224166721	1.3883951387948734
K15739	K00867	0.0001468274680835	0.2285769816464687
K15739	K00872	0.0002438354596337	0.6667559075297949
K15739	K00903	0.0004346527396637	0.1098713367630003
K15739	K00912	0.009575869296621	-2.005337580385808
K15739	K00928	0.0041135179536109	0.8940297479542039
K15739	K00937	0.000185389309911	-0.0419048698578319
K15739	K00946	0.0001651492906282	-0.4207756480494924
K15739	K00965	0.0004719720247116	0.7421262120601082
K15739	K00975	0.0001389842738254	0.3736719200364206
K15739	K00979	0.0133921112310806	-2.024245268478455
K15739	K00982	0.0001080335573862	-0.33033622951927
K15739	K00990	0.0001584368003064	-0.2926750867741596
K15739	K00991	0.0013926562354081	0.5476967593393265
K15739	K00992	0.0001800742699684	-1.6440514716651526
K15739	K00995	0.0001922712207625	0.5235413320756441
K15739	K00997	0.0002598805519921	0.4244149042036594
K15739	K01005	0.0103649333952625	1.586441324245652
K15739	K01006	0.0008539873601264	0.529384514545349
K15739	K01029	8.756640143473374e-05	-0.1182380059744916
K15739	K01058	1.530005069853697e-17	-1.277311019101381
K15739	K01060	0.0002461491576696	0.555598391999298
K15739	K01070	0.0001835336081351	-1.5838512674721197
K15739	K01079	9.766380027418816e-05	-0.3380167820691608
K15739	K01081	0.0004545784002996	0.6776446707394083
K15739	K01082	0.0008929450448817	-0.8501811698038452
K15739	K01089	1.4412665213416705e-05	-1.273590424526256
K15739	K01092	0.0001420829927561	-0.1482387584793577
K15739	K01104	0.0009301296474618	0.8270879814471798
K15739	K01113	0.0001870936635981	-0.022139234205737
K15739	K01129	0.0008801925241809	0.3691039963914398
K15739	K01200	0.0004283826551782	0.5131309705800318
K15739	K01243	0.0002768740875638	0.1554586925680578
K15739	K01256	8.19524225163799e-05	-0.3704418373420804
K15739	K01262	0.0002228516524771	-0.1049195164527525
K15739	K01266	0.0006142703812684	-0.1630247481647156
K15739	K01267	0.0004134148908697	0.2117417948928151
K15739	K01270	8.873290398375065e-05	-0.2213554983874461
K15739	K01273	0.0067895046994379	0.8125656552487063
K15739	K01297	0.0003629675273447	0.1096068160132354
K15739	K01299	0.0002273742591662	0.3151424650125659
K15739	K01322	0.0002780139490147	-0.3227798936926372
K15739	K01406	0.000243003904883	-0.4584272030136379
K15739	K01421	0.0006422687408597	0.7572612516283382
K15739	K01423	0.0026738643517086	-1.7799329597616824
K15739	K01432	5.640972079092878e-05	-1.2664930434059765
K15739	K01439	0.0001498594022091	0.0626195344402795
K15739	K01449	0.001149996911532	0.5275144060509814
K15739	K01463	0.0006147278787445	0.4123900852227254
K15739	K01464	0.0051905074922195	0.7144597318926311
K15739	K01468	0.0002433258348617	0.0335310900979758
