ARG	feature	score_RF	score_Odds	name
K17840	K00015	0.0012718049272547	-0.0409264427145196	K00015 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K17840	K00020	0.0010361001477849	0.6646898920864052	K00020 HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K17840	K00027	0.0004116709607305	-0.011849644136266	K00027 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K17840	K00033	0.000650947174858	0.612134558006018	K00033 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K17840	K00041	0.0003642910499274	-1.3375046259773251	K00041 uxaB; tagaturonate reductase [EC:1.1.1.58]
K17840	K00064	0.0005000108667693	0.5287325750213769	K00064 E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
K17840	K00074	0.0006008944355257	-0.009155125483114	K00074 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K17840	K00078	0.0032186452577516	0.7906781504128594	K00078 DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K17840	K00091	0.0006549332609762	-0.1667808977251766	K00091 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K17840	K00097	0.0003046427887286	-0.5872653986365588	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K17840	K00101	0.0028213142497124	0.6226263699112002	K00101 lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K17840	K00104	0.0011364738022486	0.5135920938923306	K00104 glcD; glycolate oxidase [EC:1.1.3.15]
K17840	K00108	0.0007129318430439	0.4120858374577728	K00108 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K17840	K00116	0.000166509859226	0.3869594617260404	K00116 mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
K17840	K00130	0.0005696094199407	0.2160149728815157	K00130 betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]
K17840	K00135	0.0032296433404146	0.8017954813565544	K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K17840	K00140	0.0043864243356289	0.8101258388339023	K00140 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K17840	K00154	0.0010201874961777	-0.1129681062894191	K00154 E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K17840	K00156	0.0005968557784664	0.5527050778217166	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
K17840	K00161	0.0011068308373484	0.6186679739268758	K00161 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K17840	K00163	0.0121895690278538	0.9989400179203504	K00163 aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K17840	K00164	0.0006708305853209	0.6256298006995745	K00164 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K17840	K00228	0.0003395565620175	-0.528244001445588	K00228 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K17840	K00231	0.0061747626083095	0.8495914022587543	K00231 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K17840	K00239	0.0016155127509254	1.0153575670164252	K00239 sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K17840	K00241	0.0001637977519731	0.3333763136772119	K00241 sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K17840	K00242	0.001842289780618	0.6023263312558548	K00242 sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K17840	K00252	0.0009193532754693	0.3954881794578341	K00252 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K17840	K00254	0.0002135681331911	0.3724713085841603	K00254 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
