KO	feature	name	probability_default	probability
K19273	K03325	ACR3, arsB; arsenite transporter	0.010802573511451	0.0094673626923513
K19273	K02008	cbiQ; cobalt/nickel transport system permease protein	0.010802573511451	0.0119458467892769
K19273	K07017	K07017; uncharacterized protein	0.010802573511451	0.0119930800153196
K19273	mobileOG_000349728	nusG	0.010802573511451	0.0120493335062553
K19273	K08482	kaiC; circadian clock protein KaiC	0.010802573511451	0.0120634209796996
K19273	K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	0.010802573511451	0.0122009572694515
K19273	mobileOG_000330470	xthA	0.010802573511451	0.0122242467080177
K19273	mobileOG_000013471	dinB	0.010802573511451	0.0123650264922478
K19273	K03816	xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]	0.010802573511451	0.0125100318499007
K19273	mobileOG_000300939	uvrA	0.010802573511451	0.0126115790680873
K19273	K11942	icmF; isobutyryl-CoA mutase [EC:5.4.99.13]	0.010802573511451	0.012615224933695
K19273	K09008	NDUFAF3; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	0.010802573511451	0.0126493402845991
K19273	K06023	hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	0.010802573511451	0.0127011581684253
K19273	K01537	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]	0.010802573511451	0.0128440060947781
K19273	K13013	wbqV; O-antigen biosynthesis protein WbqV	0.010802573511451	0.0130067068781697
K19273	K14645	K14645; serine protease [EC:3.4.21.-]	0.010802573511451	0.0131736041116481
K19273	K16211	malY, malT; maltose/moltooligosaccharide transporter	0.010802573511451	0.0131769444515314
K19273	mobileOG_000228208	polA	0.010802573511451	0.0134929084384032
K19273	K13052	divIC, divA; cell division protein DivIC	0.010802573511451	0.0135728804528634
K19273	K07778	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	0.010802573511451	0.0136238844130842
K19273	K13282	cphB; cyanophycinase [EC:3.4.15.6]	0.010802573511451	0.0140720452824517
K19273	K18672	dacA; diadenylate cyclase [EC:2.7.7.85]	0.010802573511451	0.0141043010045568
K19273	K07693	desR; two-component system, NarL family, response regulator DesR	0.010802573511451	0.0150337354876389
K19273	K21903	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor	0.010802573511451	0.0164471136164476
K19273	K07030	K07030; uncharacterized protein	0.010802573511451	0.0183884421584084
