ARG	feature	score_RF	score_Odds
K19591	K00029	0.0003171228880509	0.397904542508159
K19591	K00038	0.0004629515662943	0.1059755918085455
K19591	K00041	0.00017428645697	-0.8966856622818795
K19591	K00058	0.0002754692221568	0.442113748969525
K19591	K00065	0.0002399774448802	0.0696945698045814
K19591	K00097	0.0006458526007507	0.6190761844963342
K19591	K00104	0.002472466987178	0.3904027693517687
K19591	K00113	0.0010901760466356	0.2680485842925034
K19591	K00121	0.0023740715364407	0.8426906878253508
K19591	K00124	0.0009141380377755	0.3463286958629125
K19591	K00135	0.0007993260572814	0.4993956521964888
K19591	K00147	0.0007203788778288	0.5925792720503296
K19591	K00156	0.000294033678506	0.1631869713954072
K19591	K00174	0.0020999120789245	0.0601131159529655
K19591	K00208	0.0002993292785488	0.3402928118382713
K19591	K00219	0.0005567402137058	0.3961223227607602
K19591	K00228	0.0002817114288918	0.4618796476997117
K19591	K00239	0.0001718715101409	0.4949424475497429
K19591	K00241	0.0002730509444309	0.414190180874208
K19591	K00242	0.0015850236522512	0.6664761951549192
K19591	K00243	0.0016505188560645	-0.5835404306761258
K19591	K00249	0.0006426561140446	0.4283759590897006
K19591	K00252	0.0004859209619913	0.3078340430812594
K19591	K00254	0.0004210647942879	0.2462560727848908
K19591	K00265	0.0001870571744966	0.1141505954042821
K19591	K00281	0.000155028033824	-0.0020185750585871
K19591	K00283	0.000415700765346	0.2759660768804668
K19591	K00285	0.0004515732668931	0.5277243802385413
K19591	K00297	0.000819645373098	0.3272545035877531
K19591	K00324	0.0009890130938651	0.6241861728719063
K19591	K00325	0.0016907005079291	0.6756560464782131
K19591	K00330	0.0015348017560185	0.591953502033113
K19591	K00331	0.0031697179517876	0.6501638914005269
K19591	K00332	0.0021646125623866	0.6001939015471456
K19591	K00333	0.0029838640452236	0.5885197084550646
K19591	K00335	0.0008134931621582	0.3413593443322404
K19591	K00336	0.0016432666148637	0.4908937747698304
K19591	K00337	0.0020256940358481	0.6101854242259048
K19591	K00338	0.0033009966850605	0.6713703112875195
K19591	K00339	0.0014649587300189	0.5701072793660484
K19591	K00340	0.000992544876666	0.5464095720913198
K19591	K00341	0.0014259441957812	0.5651424088267447
K19591	K00342	0.0112977316960153	0.8095384044247309
K19591	K00343	0.0013860270531373	0.6045386239474485
K19591	K00344	0.0006425117551841	0.6543234897392044
K19591	K00363	0.0003885573710592	0.3626485933221137
K19591	K00370	0.0016104509764523	0.3242509343346038
K19591	K00371	0.0021291798672016	0.3588476428490983
K19591	K00373	0.001045979877712	0.3105821623874692
K19591	K00374	0.0023251470724026	0.3610024917040766
K19591	K00381	0.0019841231318621	0.732902777950613
K19591	K00390	0.0007559631832524	0.5397989845130442
K19591	K00406	0.0003906882172949	0.3372574289017058
K19591	K00425	0.0002826191735733	0.4840726791555416
K19591	K00428	0.0005294256105859	0.355934459773922
K19591	K00526	0.0003427618763514	-0.0118830346750132
K19591	K00528	0.0002719289664933	0.4865069143050202
K19591	K00529	0.0014831979044946	0.4243608267957227
K19591	K00549	0.0006480007621825	0.2137935447650097
K19591	K00563	0.0002647078650839	0.0669428374283582
K19591	K00564	0.0001457737371517	0.031314404016794
K19591	K00568	0.0059970011134964	0.8208458802981375
K19591	K00573	0.0037280586099457	0.7754688048249219
K19591	K00574	0.0025082917151745	0.721190049253599
K19591	K00575	0.0005215541314284	0.5455354774276089
K19591	K00588	0.0006663624368895	-0.5399545770679639
K19591	K00605	0.0002774025259397	0.506001134440246
K19591	K00606	0.0012422743350661	1.016110817718407
K19591	K00611	0.0002144057762731	0.6260245553425704
K19591	K00612	0.0007111742116556	0.3208028243058942
K19591	K00616	0.0003656677740944	0.5513460419156366
K19591	K00619	0.0005077023018526	0.0617779437397773
K19591	K00627	0.0004980880635613	0.4767377586843682
K19591	K00651	0.0005023423773204	-0.6166334020593681
K19591	K00656	0.0010405549767103	-0.646755821611431
K19591	K00658	0.0007809938962607	0.7173235386917435
K19591	K00661	0.00029294072827	-0.2894042059717759
K19591	K00666	0.000503004904971	0.3137137603911775
K19591	K00674	0.0002643842122217	0.3082732493886354
K19591	K00677	0.0002472561425557	0.450634043899626
K19591	K00684	0.0004984115364289	0.5782722373712921
K19591	K00703	0.0002838644579987	0.1962846391466872
K19591	K00705	0.0002406136074667	0.1748644517673729
K19591	K00748	0.0001214240954672	0.4154437683152099
K19591	K00757	0.0001140064586126	-0.4697601408809906
K19591	K00761	0.0002499123399655	-0.1352915171076536
K19591	K00763	0.0002229228584391	-0.1640683055629404
K19591	K00767	0.0012486251332809	0.8193210920632675
K19591	K00768	0.0007292818531857	0.4322776822082356
K19591	K00772	0.0009072658478587	0.3662729012904315
K19591	K00795	0.006661161159669	0.9149666237030918
K19591	K00798	0.0011208523949546	0.4187343638205045
K19591	K00809	0.0004003380360933	0.0680836449171866
K19591	K00812	0.0003439886462689	-0.1486305634341872
K19591	K00821	0.0010379032986785	0.7752618511650078
K19591	K00833	0.0005962248972842	0.5419836825517517
K19591	K00845	9.659607688625138e-05	-0.4724595494386246
K19591	K00847	0.0001893997874496	-0.2434081485106931
K19591	K00850	0.002315439975528	-0.753793850718281
K19591	K00854	0.0003759766864585	-0.0324684718936346
K19591	K00856	0.000738757764341	0.4778904604130067
K19591	K00857	0.0034262377422141	-0.5000546810352681
K19591	K00865	0.0001869441484854	-0.3904954042530973
K19591	K00868	0.000571374669986	-0.1987922968530339
K19591	K00872	0.0007485804861136	-0.5641515610183574
K19591	K00874	0.0003111201268811	-0.1970221147815674
K19591	K00876	0.0006421702653912	-0.5384922385301687
K19591	K00882	0.0005620209192769	-0.3563806576269195
K19591	K00886	0.0001908573312473	-0.1285550802310783
K19591	K00912	0.0002944611431365	0.4966097282003233
K19591	K00936	0.0001202419817934	0.0224624735764402
K19591	K00941	0.0001857346167381	0.1375545656512779
K19591	K00946	0.0013493890691575	1.072176191927693
K19591	K00949	0.0028715814214676	-1.0580134177869187
K19591	K00955	0.0091284045682	0.8910140365115198
K19591	K00956	0.0002385806287989	0.3851954981400438
K19591	K00957	0.0002630669210175	0.4749210892335845
K19591	K00965	0.0002449214464154	-0.233456692660934
K19591	K00966	0.000613830729645	0.0441849786539237
K19591	K00971	0.0005454391666965	0.3568165564090879
K19591	K00979	0.0003470581415339	0.565436964260551
K19591	K00980	0.0008840529382894	-0.8664735813486184
K19591	K00982	0.0153132817090277	1.025736757964044
K19591	K00990	0.009412091538043	0.934593199633894
K19591	K00991	0.0011942838885634	0.3404907285163517
K19591	K01005	0.0015648713343952	-0.6897612004571603
K19591	K01006	0.001396916970564	0.277161935958133
K19591	K01011	0.0003166185852556	0.4238027515078875
K19591	K01046	0.0006723298695345	0.3416185884489198
K19591	K01057	0.0004713667975628	0.4792133321421775
K19591	K01060	0.0007716903743823	-0.5076244090693869
K19591	K01061	0.0032211629227186	0.7563589809972195
K19591	K01070	0.0011804176932233	0.804424327322018
K19591	K01077	0.00032787998754	0.0222640449441894
K19591	K01079	0.000171081610592	0.4689215555345255
K19591	K01081	0.0003234784692318	-0.2267931757662742
K19591	K01082	0.0006582791538212	0.5955236466677705
K19591	K01092	0.0054386166070286	1.4162640523591
K19591	K01095	0.0002218456866282	0.3718289012754887
K19591	K01114	0.000303502198996	0.2064689978438856
K19591	K01182	0.0002542527031052	-0.808872346322225
K19591	K01200	0.0009968152430205	-0.5966846258823368
K19591	K01208	0.0001866218764711	-0.6885812035573695
K19591	K01214	0.0007926965301487	0.3463617535686557
K19591	K01224	0.0005102617511562	-0.260655889466249
K19591	K01247	0.0004508326370976	0.4438223132283562
K19591	K01251	0.0007308016429877	0.6848408068779763
K19591	K01255	0.0014932271656107	0.9725318707705336
K19591	K01256	0.0001385420995723	0.3748931068438175
K19591	K01258	0.0002362767447596	-0.3246421053116374
K19591	K01262	0.0003249939825238	0.4289693359346803
K19591	K01267	0.0002060787062779	-0.0661235420367633
K19591	K01271	0.00080070616716	0.1076137804667087
K19591	K01273	0.0003351475767256	0.0553157000309735
K19591	K01278	0.0003031485886156	-0.0251743199196146
K19591	K01284	0.000237952545035	0.0281181677566587
K19591	K01299	0.0002237573900425	-0.0213194358586281
K19591	K01303	0.0006543653002058	0.047498656928546
K19591	K01338	0.0002722590338692	0.4032419608095402
K19591	K01354	0.0001690687169223	0.2531855734990926
K19591	K01419	0.0003454937746636	0.5799153192373054
K19591	K01420	0.0006302002928316	0.7827425586662315
K19591	K01423	0.0013525397344392	0.6994488954902919
K19591	K01424	0.0008394554635449	-0.4773327688829252
K19591	K01433	0.0003362095620057	0.255242218440132
K19591	K01438	0.0002899536861415	0.4018330321601953
K19591	K01439	0.0003142231892613	0.499147698888807
K19591	K01476	0.0001647855623562	-0.0344696109308836
K19591	K01486	0.0003008078911152	-0.5433273421057884
K19591	K01491	0.0002727059247963	0.4316725376333123
K19591	K01495	0.000368891199112	0.0396433643177787
K19591	K01496	0.0003831216500973	0.3024819299126126
K19591	K01505	0.0005602871833557	-0.3274480012830328
K19591	K01537	0.0001746697998246	-0.3002644032698329
K19591	K01551	0.0005952732443604	0.0895464697029407
K19591	K01555	0.0003257956182142	0.0053492609924558
K19591	K01595	0.0002354089069435	0.4165783488930523
K19591	K01609	0.0008363143544836	0.6806512678461282
K19591	K01610	0.0001929208256788	0.0888084985794926
K19591	K01619	0.0004196916080279	-0.5789807879663673
K19591	K01620	0.0003269864942259	0.1211292056175609
K19591	K01626	0.000324505567541	0.5889334940347593
K19591	K01627	0.0002529087667444	0.5489941473437825
K19591	K01637	0.0021468130176809	0.5841044937248048
K19591	K01638	0.0009503833184709	0.5270569502563736
K19591	K01644	0.0003001332101025	0.2930559955371626
K19591	K01647	0.0001640642310472	0.8610307863772585
K19591	K01661	0.0004788168670862	-0.4003191617862627
K19591	K01664	0.001110315878458	0.5485328321255607
K19591	K01681	0.0009366230427368	0.4668592984482847
K19591	K01692	0.0004121373761782	0.3380145109295369
K19591	K01693	0.0002923036296787	0.3946325753746803
K19591	K01696	0.0001642040989834	0.6399891899258399
K19591	K01698	0.0003868750719775	1.2129019856229415
K19591	K01715	0.0001939624956543	-0.1211314069579373
K19591	K01724	0.0047227614484228	0.8725754098767335
K19591	K01738	0.0008494469737571	0.3095773894988304
K19591	K01745	0.000307997434207	-0.0707009048135199
K19591	K01749	0.0001835207420922	1.0342299356464268
K19591	K01759	0.0004971781168242	0.575055338653341
K19591	K01760	0.0003854119170611	0.1935041203935757
K19591	K01768	0.0018228703777572	0.3966480081977565
K19591	K01770	0.0002632876084667	0.0733319774881801
K19591	K01772	0.0003717570308643	0.733482615790022
K19591	K01785	0.0004188998153299	-0.4001048879947681
K19591	K01788	0.0002748536646072	-0.7979095357480332
K19591	K01796	0.0010053392266193	0.4889523354716153
K19591	K01804	0.0017975334613452	-0.7942391121423633
K19591	K01809	0.0002625899812194	-0.4058695582914483
K19591	K01814	0.0005877688105693	0.3847838946235175
K19591	K01815	0.0004641714187126	-0.3411717547580522
K19591	K01816	0.0003870037920055	0.3521779827774126
K19591	K01823	0.0002313951540577	-0.3289619382361334
K19591	K01840	0.0008420161833077	0.3308390104763775
K19591	K01878	0.0003839184168019	0.5773200031855646
K19591	K01879	0.0004045421230812	0.5986635806658169
K19591	K01880	0.0003126977662068	-0.5808743104860288
K19591	K01893	0.0002188671802467	-0.4267333605576671
K19591	K01895	0.0024720852484897	0.9002033644121452
K19591	K01903	0.0002684723819537	0.6910514686675477
K19591	K01907	0.0004949605658893	0.1980996609407799
K19591	K01912	0.0003093599342417	0.1394983982543161
K19591	K01918	0.0007450783331605	0.9814185563239718
K19591	K01919	0.0017030422013423	0.6870236993921747
K19591	K01935	0.0003927053142664	0.5198832098846288
K19591	K01952	0.0002777701018089	-0.0933963157405528
K19591	K01958	0.0002800778254254	-0.161644156188882
K19591	K01963	0.0001198552054443	0.3234818930863642
K19591	K01966	0.0001443672155446	0.0184951285981857
K19591	K01975	0.0014467019884654	0.5286439810931765
K19591	K01989	0.0001929372657698	-0.1181667762175226
K19591	K01991	0.0057133458550163	0.7536383780835971
K19591	K01993	0.0004753299180554	0.5478112698018747
K19591	K01995	0.0001427002792121	-0.0171563726550705
K19591	K01996	0.0002026918549141	-0.0317850250323816
K19591	K01997	0.0001822525513654	-0.0417846004325535
K19591	K02005	0.00041508047648	0.4379525915482328
K19591	K02008	0.0005758787330757	-0.0008895496838082
K19591	K02016	0.0002743076367557	-0.0277074129478024
K19591	K02017	0.0016430629347051	0.3583616141076666
K19591	K02019	0.0002572199871161	0.3183309714937072
K19591	K02020	0.0002594566019319	0.4753742995345729
K19591	K02025	0.0001650980083125	-0.1429445334125349
K19591	K02027	0.0002247232867228	-0.1041456221739501
K19591	K02029	0.0003147052284092	-0.2197834899953345
K19591	K02036	0.0013103441055404	0.9814817810006377
K19591	K02037	0.0011599978641235	0.9890105074904858
K19591	K02038	0.0012541137732453	1.0011934433613665
K19591	K02039	0.0029060741803631	1.2335439867038946
K19591	K02045	0.0007193206576261	0.5401415559201208
K19591	K02046	0.0007190454407684	0.518840185388364
K19591	K02047	0.0005708836794275	0.5119148806386351
K19591	K02058	0.000551643922083	-0.2694681757310163
K19591	K02065	0.0040662767727815	0.8788855957109736
K19591	K02066	0.0034933644491778	0.8659282340749723
K19591	K02067	0.0043740143608862	0.8749709766537801
K19591	K02071	0.0003378148604972	-0.1570671463351215
K19591	K02072	0.0003080104280533	-0.1551797508128095
K19591	K02073	0.000310238199227	-0.158817786741211
K19591	K02081	0.0011248680240576	-0.5129657012612273
K19591	K02110	0.0002410605660525	-0.0709445904482478
K19591	K02114	0.0002862965064541	0.7040266653416517
K19591	K02160	0.0005188647152981	0.388361590914715
K19591	K02171	0.000210875941493	-0.2465870312219043
K19591	K02188	0.0003916424305268	-0.2190131087482788
K19591	K02193	0.0072434399312508	0.8954611924680616
K19591	K02194	0.0013713531010172	0.6729916149147126
K19591	K02195	0.0009702875525358	0.6636592525670959
K19591	K02197	0.0008572887578988	0.6672463810548607
K19591	K02198	0.0010239417075041	0.677329425389721
K19591	K02199	0.00093753947721	0.8062274820800593
K19591	K02221	0.0002534001105092	0.4996775414850591
K19591	K02224	0.0004263384446753	0.2198381530137851
K19591	K02227	0.0004442888664277	0.3644314321025669
K19591	K02231	0.0004831415753806	0.3362690682030706
K19591	K02232	0.0004524416954542	0.3472824712079626
