ARG	feature	score_RF	score_Odds	name
K18220	K00019	0.0002610451757186	-0.1168296903781689	K00019 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K18220	K00029	0.0003169479864638	-0.3626085906749753	K00029 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K18220	K00042	0.000298388529248	-0.2144534905355132	K00042 garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
K18220	K00097	0.0006035210925095	-0.551379305800951	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K18220	K00101	0.0016068124245348	-0.40442016606614	K00101 lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K18220	K00102	0.0001347563059767	-0.1323840112356999	K00102 LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K18220	K00108	0.0003778506554056	-0.3301974187376471	K00108 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K18220	K00121	0.0017848561386379	-0.7277157251314696	K00121 frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K18220	K00138	0.0005566731942595	-0.3028563767644903	K00138 aldB; aldehyde dehydrogenase [EC:1.2.1.-]
K18220	K00154	0.0004398098853694	-0.9006450772847452	K00154 E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K18220	K00161	0.0003903129123554	0.1093843760336224	K00161 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K18220	K00163	0.0017494864416345	-0.3908168900778112	K00163 aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K18220	K00164	0.00034021706351	-0.4319004182986971	K00164 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K18220	K00228	0.015302760414619	-0.806079343879519	K00228 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K18220	K00242	0.0004671286568432	-0.4959946560972388	K00242 sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K18220	K00252	0.0003398516439284	-0.3746989978259539	K00252 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K18220	K00253	0.0001467050218421	-0.6959989651909864	K00253 IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K18220	K00254	0.0004659727038254	-0.5036043288246073	K00254 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K18220	K00261	0.0020595428095264	-0.6442558383786533	K00261 GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K18220	K00266	0.0004198457392287	-0.3117303938238794	K00266 gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K18220	K00275	0.0004482528363949	-0.4879540107533841	K00275 pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K18220	K00281	0.0006383110862143	-0.3398368301759457	K00281 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K18220	K00285	0.0005562752620897	-0.4853242176304185	K00285 dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K18220	K00299	0.0008449732419102	0.1719268857545877	K00299 ssuE; FMN reductase [EC:1.5.1.38]
K18220	K00311	0.0001987538223662	-0.658325740021677	K00311 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K18220	K00324	0.0004762865633651	-0.4850872399669417	K00324 pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
K18220	K00325	0.0006357033856629	-0.4950857216347706	K00325 pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
K18220	K00332	0.00100608987161	0.0045139571782062	K00332 nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K18220	K00333	0.0007127704173887	-0.1647175393972862	K00333 nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K18220	K00334	0.0010966662411203	-0.3846744656051044	K00334 nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K18220	K00335	0.001361987863399	-0.4339931069795425	K00335 nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K18220	K00339	0.0017851204445106	-0.3465599557112712	K00339 nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K18220	K00341	0.0009163197191906	-0.2583751647929074	K00341 nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K18220	K00342	0.001006081725064	-0.4231539882394287	K00342 nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K18220	K00344	0.0011437578683273	-0.4088295575549218	K00344 qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]
K18220	K00347	0.0009754413851784	-0.0622883621043443	K00347 nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K18220	K00372	0.000227456786614	-0.4122031126743967	K00372 nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K18220	K00376	0.0002406728188804	-0.3565531057130787	K00376 nosZ; nitrous-oxide reductase [EC:1.7.2.4]
K18220	K00380	0.0004001525180969	-0.2444610430791837	K00380 cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K18220	K00381	0.0003465538577268	-0.5564987478300162	K00381 cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K18220	K00392	0.0003926492297506	0.0674497885595433	K00392 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K18220	K00404	7.094482820739237e-05	-0.6439201497410024	K00404 ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K18220	K00405	0.0001534003903876	-0.6793621915534289	K00405 ccoO; cytochrome c oxidase cbb3-type subunit II
K18220	K00406	0.0019074923033816	-0.6320670501432492	K00406 ccoP; cytochrome c oxidase cbb3-type subunit III
K18220	K00407	0.0009933256129508	-0.6287524639239307	K00407 ccoQ; cytochrome c oxidase cbb3-type subunit IV
K18220	K00411	0.0003554053985636	-0.676628179793905	K00411 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K18220	K00412	0.0011869240448549	-0.7019935289808165	K00412 CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit
K18220	K00413	0.0003655736961167	-0.6769668531164177	K00413 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K18220	K00424	0.0002894450227797	-0.5621783604064188	K00424 cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K18220	K00425	0.0005746154526832	-0.0897671889848186	K00425 cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K18220	K00426	0.0007540266369512	-0.0288918047644134	K00426 cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K18220	K00428	0.0012877732035485	-0.5849769233269713	K00428 E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
K18220	K00457	0.0003373194389505	-0.2558135010778818	K00457 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K18220	K00459	0.0004634762691384	0.1930194627680738	K00459 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K18220	K00540	0.0003038361201808	0.39702277143548	K00540 fqr; F420H(2)-dependent quinone reductase [EC:1.1.98.-]
K18220	K00564	0.0004603779929546	0.2356419180455525	K00564 rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
K18220	K00568	0.0008850112626521	-0.5555155849254217	K00568 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K18220	K00570	0.0003277666900744	-0.1246028536965911	K00570 pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K18220	K00573	0.0008746754315125	-0.4748989598036186	K00573 E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K18220	K00575	0.0026832786683853	-0.5408034898164422	K00575 cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
K18220	K00588	0.0013110901768218	0.4776022604130137	K00588 E2.1.1.104; caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
K18220	K00625	0.0010508508094176	0.3785195273673331	K00625 E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]
K18220	K00627	0.0012288718185389	-0.4467518435271032	K00627 DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
K18220	K00647	0.0001736150663753	-0.5797422615567203	K00647 fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
K18220	K00651	0.006014793503866	0.4693928258770162	K00651 metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]
K18220	K00657	0.0004823654539652	-0.1746197925407742	K00657 speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]
K18220	K00658	0.0004188736222263	-0.4187813972056745	K00658 DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
K18220	K00674	0.0006070212065368	-0.5147866457941637	K00674 dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]
K18220	K00675	0.000408918626649	-0.0364883312526385	K00675 nhoA; N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]
K18220	K00677	0.0001577459293367	-0.4659560698767651	K00677 lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
K18220	K00684	0.0076332078029669	-0.7023350179720101	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]
K18220	K00697	0.0015144510901379	-0.3185665153638179	K00697 otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]
K18220	K00703	0.0010329659644293	-0.1222242499404807	K00703 glgA; starch synthase [EC:2.4.1.21]
K18220	K00748	0.0002500060124145	-0.4796465783514118	K00748 lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
K18220	K00760	0.0021021900310257	0.8306260190615142	K00760 hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
