KO	feature	MI	name
K03585	K09800	0.006103217877874	tamB; translocation and assembly module TamB
K03585	K00677	0.0059987295584746	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
K03585	K06221	0.0058543565802782	dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]
K03585	K06994	0.0058105207654267	K06994; putative drug exporter of the RND superfamily
K03585	K03474	0.005770969729248	pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]
K03585	K19222	0.0057550840299414	menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]
K03585	K07177	0.0057439088024716	K07177; Lon-like protease
K03585	K09774	0.0056710431659806	lptA; lipopolysaccharide export system protein LptA
K03585	K09167	0.0056252616628942	K09167; uncharacterized protein
K03585	K01421	0.0055183589227798	yhgE; putative membrane protein
K03585	K01759	0.0055099275860842	GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]
K03585	mobileOG_000329571	0.0055019094744563	nucS
K03585	K03495	0.0054327187491183	gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
K03585	K06215	0.0054194769909712	pdxS, pdx1; pyridoxal 5-phosphate synthase pdxS subunit [EC:4.3.3.6]
K03585	K06861	0.0054074983415212	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
K03585	K16012	0.0053717655882085	cydC; ATP-binding cassette, subfamily C, bacterial CydC
K03585	K08167	0.0053410282288718	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein
K03585	K07284	0.0053234452942527	srtA; sortase A [EC:3.4.22.70]
K03585	mobileOG_000304442	0.0053192365808601	whiB
K03585	mobileOG_000163950	0.0053144600660668	37
K03585	plant	0.0052793514363259	
K03585	K15633	0.005266657517691	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
K03585	mobileOG_000348405	0.0052487848812522	uvrC
K03585	K02488	0.0052396841754278	pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]
K03585	K07442	0.0052292256444689	TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
K03585	K01991	0.0052267827532693	wza, gfcE; polysaccharide biosynthesis/export protein
K03585	K00748	0.0052065921345896	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
K03585	mobileOG_000018916	0.0051940032468952	dut
K03585	mobileOG_000786853	0.0051845319508798	dnaG
K03585	K02536	0.0051614578204961	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
K03585	K03787	0.0051559259287801	surE; 5-nucleotidase [EC:3.1.3.5]
K03585	K06206	0.0051531973457333	sfsA; sugar fermentation stimulation protein A
K03585	K03559	0.0051456922124824	exbD; biopolymer transport protein ExbD
K03585	K03650	0.0051263871217672	mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]
K03585	K24163	0.0050852895458318	nhaK; monovalent cation/hydrogen antiporter
K03585	human	0.0050691635269866	
K03585	K22311	0.0050541702539849	ptfP1; phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]
K03585	K03976	0.005046174372149	ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
K03585	K03709	0.0050251223562796	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K03585	K02533	0.0050190698996529	lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-]
K03585	K16147	0.0050157017626042	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
K03585	K07768	0.0050004341945036	senX3; two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
K03585	K02372	0.0049750530121596	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K03585	K03449	0.0049485810686157	MFS.CP; MFS transporter, CP family, cyanate transporter
K03585	K02005	0.0049419439922945	ABC.CD.TX; HlyD family secretion protein
K03585	K18455	0.0049381243147634	mca; mycothiol S-conjugate amidase [EC:3.5.1.115]
K03585	mobileOG_000270594	0.004931017964752	pilR
K03585	K10006	0.0049225382936867	gluC; glutamate transport system permease protein
K03585	K19304	0.0049219002999105	mepM; murein DD-endopeptidase [EC:3.4.24.-]
K03585	K20814	0.0049213269683275	dop; Pup amidohydrolase [EC:3.5.1.119]
