KO	feature	name	probability_default	probability
K18232	K07778	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	0.003682412622687	0.004644049622326
K18232	K06402	spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]	0.003682412622687	0.0046563565612391
K18232	K01880	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]	0.003682412622687	0.0047814576225407
K18232	K17828	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	0.003682412622687	0.0048070947838049
K18232	K07693	desR; two-component system, NarL family, response regulator DesR	0.003682412622687	0.0048077340646929
K18232	K22552	mmcO; multicopper oxidase [EC:1.16.3.1]	0.003682412622687	0.0049164041333244
K18232	K07104	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]	0.003682412622687	0.004966659455049
K18232	K03856	AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0.003682412622687	0.0051105416390935
K18232	K07100	K07100; putative phosphoribosyl transferase	0.003682412622687	0.0051953124845794
K18232	K14645	K14645; serine protease [EC:3.4.21.-]	0.003682412622687	0.0051967941795781
K18232	K06888	K06888; uncharacterized protein	0.003682412622687	0.0052778170268821
K18232	K05568	mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D	0.003682412622687	0.0053394272258984
K18232	K05571	mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G	0.003682412622687	0.0054637734310119
K18232	K21600	csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor	0.003682412622687	0.0055246212833968
K18232	K02274	coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]	0.003682412622687	0.005561639269378
K18232	K02351	K02351; putative membrane protein	0.003682412622687	0.0056238560363001
K18232	K01005	tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	0.003682412622687	0.0056953015704992
K18232	K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]	0.003682412622687	0.005723348961599
K18232	K01081	E3.1.3.5; 5-nucleotidase [EC:3.1.3.5]	0.003682412622687	0.0058057371092354
K18232	K09167	K09167; uncharacterized protein	0.003682412622687	0.0059235821045088
K18232	K08981	K08981; putative membrane protein	0.003682412622687	0.0071455723767433
K18232	K07177	K07177; Lon-like protease	0.003682412622687	0.0073649602569051
K18232	K10917	aphA; PadR family transcriptional regulator, regulatory protein AphA	0.003682412622687	0.0075429818416049
K18232	K08681	pdxT, pdx2; 5-phosphate synthase pdxT subunit [EC:4.3.3.6]	0.003682412622687	0.0081353668109394
K18232	K18926	lmrB; MFS transporter, DHA2 family, lincomycin resistance protein	0.003682412622687	0.0093054618867184
