KO	feature	name	probability_default	probability
K17882	mobileOG_000211427	groS	0.0038745002672362	0.0044604048915536
K17882	K18672	dacA; diadenylate cyclase [EC:2.7.7.85]	0.0038745002672362	0.0044612647181287
K17882	mobileOG_000089543	nusB	0.0038745002672362	0.0044651900501766
K17882	K03523	bioY; biotin transport system substrate-specific component	0.0038745002672362	0.0045278539971781
K17882	mobileOG_000327501	polC	0.0038745002672362	0.0045355445504624
K17882	K00283	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	0.0038745002672362	0.0045492924232861
K17882	K09164	K09164; uncharacterized protein	0.0038745002672362	0.0045580527935516
K17882	K06877	K06877; DEAD/DEAH box helicase domain-containing protein	0.0038745002672362	0.0045590065177376
K17882	K04486	E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]	0.0038745002672362	0.00455902256803
K17882	K00282	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]	0.0038745002672362	0.0048388003255948
K17882	K09684	pucR; PucR family transcriptional regulator, purine catabolism regulatory protein	0.0038745002672362	0.0048517456923045
K17882	mobileOG_000330401	ruvA	0.0038745002672362	0.0049129640789102
K17882	K00805	hepST; heptaprenyl diphosphate synthase [EC:2.5.1.30]	0.0038745002672362	0.0051412266614181
K17882	K14645	K14645; serine protease [EC:3.4.21.-]	0.0038745002672362	0.0052147716641384
K17882	mobileOG_000333823	dnaN	0.0038745002672362	0.0052891740385711
K17882	mobileOG_000300939	uvrA	0.0038745002672362	0.0053698174121821
K17882	K21903	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor	0.0038745002672362	0.0056259260645678
K17882	mobileOG_000228208	polA	0.0038745002672362	0.0058740101762039
K17882	K19689	ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]	0.0038745002672362	0.0059426766152636
K17882	K11621	liaG; lia operon protein LiaG	0.0038745002672362	0.0060013778449265
K17882	mobileOG_000334867	nfo	0.0038745002672362	0.006016783707701
K17882	K07778	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	0.0038745002672362	0.0067659494809274
K17882	K00756	pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	0.0038745002672362	0.0071060858542751
K17882	K12132	prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	0.0038745002672362	0.0074983864494358
K17882	K07693	desR; two-component system, NarL family, response regulator DesR	0.0038745002672362	0.0075245122517922
