KO	feature	name	probability_default	probability
K18349	K03641	tolB; TolB protein	0.0030275268674113	0.004168857024208
K18349	K15034	yaeJ; ribosome-associated protein	0.0030275268674113	0.0042397391200705
K18349	K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0.0030275268674113	0.0043205262932559
K18349	K03561	exbB; biopolymer transport protein ExbB	0.0030275268674113	0.004357351457605
K18349	K03639	moaA, CNX2; GTP 3,8-cyclase [EC:4.1.99.22]	0.0030275268674113	0.0043732393688411
K18349	K05810	yfiH; polyphenol oxidase [EC:1.10.3.-]	0.0030275268674113	0.0044426921653604
K18349	mobileOG_000332333	ruvC	0.0030275268674113	0.004456941872955
K18349	K06940	K06940; uncharacterized protein	0.0030275268674113	0.0045254742004357
K18349	K02379	fdhD; FdhD protein	0.0030275268674113	0.0045476397748699
K18349	K03635	MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]	0.0030275268674113	0.0046557676388448
K18349	K00990	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]	0.0030275268674113	0.0048452092010658
K18349	K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	0.0030275268674113	0.0048774913368987
K18349	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	0.0030275268674113	0.0049982145417972
K18349	K06980	ygfZ; tRNA-modifying protein YgfZ	0.0030275268674113	0.0050219566690225
K18349	K09862	K09862; uncharacterized protein	0.0030275268674113	0.0050360236756249
K18349	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]	0.0030275268674113	0.0051112004635301
K18349	K01895	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	0.0030275268674113	0.0052921154617911
K18349	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	0.0030275268674113	0.0056183660869819
K18349	K08300	rne; ribonuclease E [EC:3.1.26.12]	0.0030275268674113	0.0056267612222195
K18349	K03117	tatB; sec-independent protein translocase protein TatB	0.0030275268674113	0.005878112722928
K18349	K00325	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	0.0030275268674113	0.0061404205490249
K18349	K03072	secD; preprotein translocase subunit SecD	0.0030275268674113	0.0064757835327108
K18349	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]	0.0030275268674113	0.0067688662689866
K18349	K03636	moaD, cysO; sulfur-carrier protein	0.0030275268674113	0.0072702340849686
K18349	K07735	algH; putative transcriptional regulator	0.0030275268674113	0.0080548940342185
