KO	feature	MI	name
K19594	K06980	0.008437258382534	ygfZ; tRNA-modifying protein YgfZ
K19594	K02401	0.0081583196961486	flhB; flagellar biosynthetic protein FlhB
K19594	K01969	0.0081499269933782	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K19594	K02420	0.0081444595223031	fliQ; flagellar biosynthetic protein FliQ
K19594	K14393	0.0081161624051687	actP; cation/acetate symporter
K19594	K00865	0.0080949370291888	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]
K19594	K00845	0.0080620694956019	glk; glucokinase [EC:2.7.1.2]
K19594	K07160	0.0080019312042801	pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]
K19594	K02406	0.0079926800399354	fliC; flagellin
K19594	K06996	0.0079686805546977	K06996; uncharacterized protein
K19594	K01760	0.0078735873631825	metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
K19594	K07124	0.0078105402827741	K07124; uncharacterized protein
K19594	K07646	0.0078001724210255	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
K19594	K03767	0.0077797693907174	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
K19594	K06872	0.0076414997836781	K06872; uncharacterized protein
K19594	K00325	0.0075995698868044	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
K19594	K00375	0.0075507464497841	K00375; GntR family transcriptional regulator / MocR family aminotransferase
K19594	K01512	0.0075187402883107	acyP; acylphosphatase [EC:3.6.1.7]
K19594	K01480	0.0075059953641527	speB; agmatinase [EC:3.5.3.11]
K19594	K01912	0.0074974644946984	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
K19594	mobileOG_000026018	0.0073124935043209	xerC
K19594	K02011	0.007289284515752	afuB, fbpB; iron(III) transport system permease protein
K19594	K10439	0.0072730952663211	rbsB; ribose transport system substrate-binding protein
K19594	K07712	0.0072403450460022	glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG
K19594	K07507	0.007201576929764	mgtC; putative Mg2+ transporter-C (MgtC) family protein
K19594	K00990	0.0071725122700253	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]
K19594	K19267	0.0071396467968477	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K19594	mobileOG_000031464	0.0070616487402068	mutT
K19594	K06132	0.0070246489592207	clsC; cardiolipin synthase C [EC:2.7.8.-]
K19594	K07010	0.0070235919395789	K07010; putative glutamine amidotransferase
K19594	K01048	0.0070046872018415	pldB; lysophospholipase [EC:3.1.1.5]
K19594	K06881	0.0070024567802609	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
K19594	K07122	0.0069815413020073	mlaB; phospholipid transport system transporter-binding protein
K19594	mobileOG_000367792	0.0069786389898651	cca
K19594	K03089	0.0069724808210639	rpoH; RNA polymerase sigma-32 factor
K19594	K02523	0.006949218750796	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
K19594	K03566	0.0069309529537014	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K19594	K20469	0.0069166926800662	K20469; putative heme transporter
K19594	K02575	0.0069051696959026	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter
K19594	K07101	0.0069021458101284	K07101; uncharacterized protein
K19594	K09983	0.0068922385149221	K09983; uncharacterized protein
K19594	K01191	0.0068833508879592	MAN2C1; alpha-mannosidase [EC:3.2.1.24]
K19594	K16090	0.0068830732569911	fiu; catecholate siderophore receptor
K19594	K02054	0.0068799129874471	ABC.SP.P1; putative spermidine/putrescine transport system permease protein
K19594	K03426	0.0068526604351303	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]
K19594	K03642	0.0068357744276578	rlpA; rare lipoprotein A
K19594	K04752	0.0068237260918498	glnK; nitrogen regulatory protein P-II 2
K19594	K17230	0.0068168116882898	fccA; cytochrome subunit of sulfide dehydrogenase
K19594	K01039	0.0068131243738478	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
K19594	K01894	0.00680614203678	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]
