ARG	feature	score_RF	score_Odds
K18351	K00003	0.0003055364951876	0.889071146709989
K18351	K00033	0.0011450594884654	0.8692516607381005
K18351	K00041	0.0001176385708002	-1.2226129065648517
K18351	K00042	0.0006393243295262	-0.0474995710053479
K18351	K00058	0.0003199287064836	1.2240606172560058
K18351	K00060	0.0005184733340757	0.2658111628823304
K18351	K00074	0.0001402560981396	-0.1603702720421923
K18351	K00097	0.000754696850314	-0.6983473004995945
K18351	K00102	0.0001708325332595	-0.1440306123787893
K18351	K00104	0.0002694969855333	0.246595950218467
K18351	K00108	0.000948015521186	0.3956428051425582
K18351	K00116	3.3001152128630966e-05	0.3146235898727344
K18351	K00127	0.0019247019190098	-1.4269312618373506
K18351	K00135	0.0010842198353625	0.6804833378881001
K18351	K00161	0.0003259843607015	0.5859519487947623
K18351	K00163	0.0056638276781441	0.8941061309681262
K18351	K00164	0.0007288357840253	0.6246982167315699
K18351	K00167	0.0010644087137557	0.0388511826444349
K18351	K00179	0.0001587062087386	-0.7266520465034499
K18351	K00180	0.0001061589248195	-0.7275370319937298
K18351	K00219	0.0001127838054293	-0.1479351978871729
K18351	K00228	0.0004924404113706	-0.6659450327976353
K18351	K00231	0.0044642739879222	0.9668145914088362
K18351	K00242	0.0001515297479245	0.2588724221721891
K18351	K00248	0.0009262818287971	-1.0651659391048782
K18351	K00252	0.0001894825941538	0.0757456637123164
K18351	K00253	0.0001330771020976	-0.307271981028363
K18351	K00261	0.0002414004091755	-0.0323850899903637
K18351	K00262	8.718576603649498e-05	0.0700403440762383
K18351	K00263	0.0004215644934817	-0.7807887269410823
K18351	K00281	0.0005060931115937	0.5335770181396768
K18351	K00285	0.0001185398038749	-0.0291237408683044
K18351	K00287	0.0001698763458446	0.0885771959195326
K18351	K00299	0.0054060327474025	0.9347558202196208
K18351	K00303	0.0006218683136314	0.3235134507374499
K18351	K00311	0.0003104886998288	-0.3228615746671388
K18351	K00318	9.652408433783664e-05	-0.0257986537894256
K18351	K00322	0.0003078951624747	-0.3578533896650482
K18351	K00325	0.0002884219930381	0.3299208777260606
K18351	K00332	0.0003411727406314	0.2837384764387023
K18351	K00337	9.7061453336035e-05	0.0347832790484062
K18351	K00346	7.718627642819929e-05	-0.7422625404494584
K18351	K00347	4.8484623699828544e-05	-0.7561955906055902
K18351	K00348	6.509512118789277e-05	-0.7799776399750845
K18351	K00349	6.164985199862563e-05	-0.779847268776831
K18351	K00350	6.693533210762139e-05	-0.7739779966318951
K18351	K00351	7.250312164251145e-05	-0.782059716712501
K18351	K00380	0.00037700239194	-0.319430964822585
K18351	K00383	0.0001665999636463	-0.4334029937923934
K18351	K00389	0.0013905086475191	0.767328468121829
K18351	K00390	0.0003737437759516	0.4752861859001501
K18351	K00405	0.0003118773666088	-0.2720448669866219
K18351	K00407	0.0001270998003975	-0.503359704824859
K18351	K00411	3.1873617038118955e-05	-0.4340684447307418
K18351	K00424	0.000342178848232	-0.5449977451022581
K18351	K00480	0.0001995069927896	-0.1668623512764543
K18351	K00500	0.0002749043537313	-0.2453840808387734
K18351	K00507	0.00044405695398	-0.4793701852716521
K18351	K00548	0.0001580809266479	-0.4355445073973496
K18351	K00564	0.0002577728548097	0.3992824212766045
K18351	K00568	0.0002601052792886	-0.2523742455601866
K18351	K00574	0.000143473695947	0.084420052068998
K18351	K00605	0.0002273161619038	0.5910419570111991
K18351	K00606	0.0001509808334899	-0.0176152854194926
K18351	K00612	0.0001036789409344	-0.1851613391441557
K18351	K00616	6.639727789860774e-05	0.5030835880233528
K18351	K00620	0.0007165920629631	0.8339172023310568
K18351	K00647	0.000245218850017	-0.6592346586484521
K18351	K00652	0.001158958980896	-0.6378127949074504
K18351	K00658	0.0003869185745119	0.5869942591945851
K18351	K00684	9.923889906664924e-05	-0.1380568582953412
K18351	K00688	0.0002224830880392	0.4265268777191415
K18351	K00697	0.0130504456924703	1.107470013945654
K18351	K00703	0.0006962821609553	-0.6933110091941399
K18351	K00705	0.0001810827464974	0.2318974276367751
K18351	K00721	0.0018960044436074	0.8035152578361552
K18351	K00748	0.0105951569584706	-1.098171610220575
K18351	K00756	0.0003340576208256	-0.2880623122145283
K18351	K00757	0.0001228820483315	-0.3723601076195613
K18351	K00759	0.0002229862489411	0.1988525735848795
K18351	K00761	0.0004977796221356	0.5202450703495993
K18351	K00767	8.601836024681266e-05	-0.0215720702358028
K18351	K00772	0.00029176535795	0.1404669149152424
K18351	K00795	0.0001329131883592	-0.4277277918896576
K18351	K00819	0.0003023076565753	0.3649841624936724
K18351	K00821	0.0003751983124959	0.5517566655808783
K18351	K00822	0.000166118454486	-0.4421934217888472
K18351	K00824	0.0007009499310308	-0.7465177796201632
K18351	K00833	0.000323603114078	-0.2568625357593886
K18351	K00836	6.687123299261071e-05	-0.1024057779494772
K18351	K00847	0.0002290387977483	0.4694335033565429
K18351	K00848	0.0007926034232095	0.6973681113489398
K18351	K00853	0.0005994879094064	0.1731348279340275
K18351	K00860	0.0003848671816361	-0.5203995061120081
K18351	K00864	0.0004824796211628	0.8616804017026571
K18351	K00867	0.0066854887493166	1.007792971569668
K18351	K00876	0.0008492837555634	-0.8114246510804104
K18351	K00903	0.0002398045367078	0.4609963664652856
K18351	K00912	0.0073394116706145	-1.054368147841912
K18351	K00931	0.0006386833473985	0.5193380979115454
K18351	K00941	0.0003850220174855	0.3952977155151159
K18351	K00949	0.0007713558520511	-0.5056705217119912
K18351	K00951	0.0004544281262498	-0.3338547077501496
K18351	K00955	0.000579010893342	-0.0193582785475526
K18351	K00957	0.0002094583455006	0.286113012405342
K18351	K00971	0.0002576283257437	0.062550053769696
K18351	K00975	0.0005057875377159	0.6512090104892818
K18351	K00979	0.0096691578695262	-1.075444283169826
K18351	K00990	0.0001649072783258	0.0957077263027588
K18351	K00991	0.0002280063080682	-0.3043166515578539
K18351	K00995	0.0006116576717836	0.1373276700813261
K18351	K00997	0.000116707863012	0.6614230998741298
K18351	K01005	0.0013817241233791	0.7970565167682129
K18351	K01011	0.0115763302943549	1.7159729196452882
K18351	K01029	0.0003766597423618	0.4095729515843525
K18351	K01046	0.0002201424383408	-0.0254258416605814
K18351	K01057	0.0005148536240886	0.5908826674676457
K18351	K01061	0.000321248836234	0.2092563744276972
K18351	K01070	0.0001589999329658	-0.4076243770331707
K18351	K01079	0.0012365219720769	0.6889062124863822
K18351	K01087	0.0052679804381522	0.8985563473901557
K18351	K01092	9.304209416809926e-05	0.3152747565269711
K18351	K01095	0.0020494972028268	-0.9684997917077756
K18351	K01104	0.0005275685703087	0.313688454083904
K18351	K01114	0.0004794556342868	0.318082030226037
K18351	K01118	0.0002206541766925	-0.3546773979995462
K18351	K01129	0.0013544715161816	0.8968174124406095
K18351	K01183	0.0002361096964119	-0.2992838726927955
K18351	K01192	0.0016182499143676	0.3088828939711922
K18351	K01198	0.0006889438776191	0.3584955106260768
K18351	K01200	0.0001131391472931	0.2034290246758924
K18351	K01208	8.860594121274896e-05	-0.3500618624520555
K18351	K01236	0.0040684918599363	0.8801498687529616
K18351	K01239	0.0012328684030187	0.7112647460516928
K18351	K01243	0.000197317302821	-0.350453731755341
K18351	K01251	0.0001327967826074	0.298184828503852
K18351	K01255	0.0008525752613424	0.97007150262871
K18351	K01256	0.0013641271529229	0.6855290825709255
K18351	K01262	0.0005919613781063	-0.6570175571623194
K18351	K01266	0.0002629887280591	0.0755456452217844
K18351	K01278	0.0003225369184645	-0.2277545905674937
K18351	K01295	0.0002757531927849	-0.0090825879170386
K18351	K01299	0.0002275049200937	-0.5250954516265727
K18351	K01302	0.0006356038541856	-0.1424270693518297
K18351	K01354	0.0022954807862342	0.7774576138628722
K18351	K01419	0.0014439050534642	-0.7518168671029931
K18351	K01421	0.0023078176239315	0.8795801834701606
K18351	K01423	0.0004302749368825	-0.6161851759086253
K18351	K01424	0.0004654804562433	-0.2609904748523612
K18351	K01432	0.001122581522281	-0.2287522314188706
K18351	K01433	0.0005256385697343	0.2675385821606875
K18351	K01451	0.0001921192574376	-0.3836861127260441
K18351	K01468	0.0004534434388236	0.3526128853082
K18351	K01480	0.0004908808470589	-0.148914446810142
K18351	K01486	0.0002109466370141	-0.4911590040867218
K18351	K01495	0.00058806447392	1.3108580576343083
K18351	K01501	0.0007660383929771	-0.0926118487443134
K18351	K01505	0.00017089208948	-0.4099521926364279
K18351	K01512	0.0005829720914603	0.3867362248681421
K18351	K01523	0.0003329333859501	-0.5166368405572869
K18351	K01524	0.0002448654278426	0.335920067220732
K18351	K01525	0.0002087635968108	-0.8892496645923784
K18351	K01556	0.0002981590479738	0.3170274535230724
K18351	K01581	0.0002518534641732	-0.2048189685392388
K18351	K01585	0.0001637607363413	-0.3509691130110639
K18351	K01609	0.0001509755023202	0.0735361774920934
K18351	K01611	0.0004450060072559	-0.6704336049856682
K18351	K01624	0.0036387786634408	-0.1875370526699143
