KO	feature	name	probability_default	probability
K19279	mobileOG_000134996	mazF	0.0012685341433585	0.0015575569001708
K19279	K01421	yhgE; putative membrane protein	0.0012685341433585	0.0015623975985962
K19279	mobileOG_000130713	dnaG	0.0012685341433585	0.0015638844295298
K19279	K06023	hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	0.0012685341433585	0.0016422748117694
K19279	K07009	gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	0.0012685341433585	0.0016506447352249
K19279	K18672	dacA; diadenylate cyclase [EC:2.7.7.85]	0.0012685341433585	0.0016899258061116
K19279	K19689	ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]	0.0012685341433585	0.0017150663894872
K19279	mobileOG_000085693	priA	0.0012685341433585	0.0017281385573437
K19279	K06973	K06973; uncharacterized protein	0.0012685341433585	0.0017991786195551
K19279	mobileOG_000362884	helD	0.0012685341433585	0.0018549534774758
K19279	K13653	K13653; AraC family transcriptional regulator	0.0012685341433585	0.0019243686207111
K19279	K06962	K06962; uncharacterized protein	0.0012685341433585	0.0019322260584938
K19279	K16785	ecfT; energy-coupling factor transport system permease protein	0.0012685341433585	0.0019411521240827
K19279	K22391	E3.5.4.16; GTP cyclohydrolase I [EC:3.5.4.16]	0.0012685341433585	0.0019853636037582
K19279	K07742	ylxR; uncharacterized protein	0.0012685341433585	0.0020002893289124
K19279	K03698	cbf, cbf1; 3-5 exoribonuclease [EC:3.1.-.-]	0.0012685341433585	0.0020285441029168
K19279	mobileOG_000330401	ruvA	0.0012685341433585	0.0022239105167272
K19279	K01537	ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10]	0.0012685341433585	0.002269148804693
K19279	K21903	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor	0.0012685341433585	0.0023453742397798
K19279	K07816	E2.7.6.5X; putative GTP pyrophosphokinase [EC:2.7.6.5]	0.0012685341433585	0.0023828241852026
K19279	K00756	pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	0.0012685341433585	0.0026787587388452
K19279	K09762	K09762; uncharacterized protein	0.0012685341433585	0.0029255221485959
K19279	K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	0.0012685341433585	0.0029337714998438
K19279	mobileOG_000349728	nusG	0.0012685341433585	0.0034750075772254
K19279	mobileOG_000228208	polA	0.0012685341433585	0.0048748754942823
