ARG	feature	score_RF	score_Odds	name
K18766	K00003	5.662871618889381e-07	-0.0448469139883107	K00003 hom; homoserine dehydrogenase [EC:1.1.1.3]
K18766	K00015	2.0485576684026824e-06	0.0530421869017128	K00015 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K18766	K00020	0.004764632843365	-0.8406476595808844	K00020 HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K18766	K00023	3.973315770297455e-16	0.011692008067001	K00023 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K18766	K00027	3.679987517385671e-05	0.4387801402035033	K00027 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K18766	K00029	9.441623233490775e-06	-0.5028952578306887	K00029 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K18766	K00031	1.3098377435316935e-05	0.2834044901284167	K00031 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K18766	K00078	1.1837517865259821e-07	0.0535991876462965	K00078 DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K18766	K00097	3.8355038621497583e-16	-0.3571057830076568	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K18766	K00104	0.0007808747944271	0.4060891790822485	K00104 glcD; glycolate oxidase [EC:1.1.3.15]
K18766	K00108	0.0046122999433016	0.56445095980659	K00108 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K18766	K00135	0.0011521935505706	0.3633413775404553	K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K18766	K00138	7.495901937230621e-05	-0.4206236895964188	K00138 aldB; aldehyde dehydrogenase [EC:1.2.1.-]
K18766	K00161	0.0002640118409592	0.4129472422577867	K00161 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K18766	K00163	0.0001166143579838	-0.4194389028782252	K00163 aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K18766	K00164	0.0003689769722854	0.0780612633316449	K00164 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K18766	K00174	0.00087190379682	0.6845207441868578	K00174 korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K18766	K00219	3.115980901544893e-08	-0.1033983883109491	K00219 fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
K18766	K00228	1.4583621561894788e-06	-0.4088926575001427	K00228 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K18766	K00239	0.0001546196455954	-0.0270259447057686	K00239 sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K18766	K00241	0.0001320172841234	0.0428545991041762	K00241 sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
