KO	feature	name	probability_default	probability
K22335	K21064	ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	0.0	9.9960071099204e-05
K22335	K02057	ABC.SS.P; simple sugar transport system permease protein	0.0	9.996328998975984e-05
K22335	mobileOG_000037860	rmuC	0.0	9.996908451520656e-05
K22335	K07224	efeO; iron uptake system component EfeO	0.0	9.997101617297548e-05
K22335	K00768	E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	0.0	9.998840445269018e-05
K22335	K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	0.0	9.998937064558834e-05
K22335	K01637	E4.1.3.1, aceA; isocitrate lyase [EC:4.1.3.1]	0.0	9.99951681951276e-05
K22335	K09160	K09160; uncharacterized protein	0.0	0.0001998744490224
K22335	K05592	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	0.0	0.0001998792860619
K22335	K10439	rbsB; ribose transport system substrate-binding protein	0.0	0.0001998841057432
K22335	K01488	add, ADA; adenosine deaminase [EC:3.5.4.4]	0.0	0.0001999034119508
K22335	K02426	sufE; cysteine desulfuration protein SufE	0.0	0.0001999298015652
K22335	K05786	rarD; chloramphenicol-sensitive protein RarD	0.0	0.0001999574871758
K22335	K06076	fadL; long-chain fatty acid transport protein	0.0	0.0001999574897892
K22335	K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	0.0	0.0001999758427311
K22335	K06518	cidA; holin-like protein	0.0	0.00019997713098
K22335	K03684	rnd; ribonuclease D [EC:3.1.13.5]	0.0	0.0001999871158012
K22335	mobileOG_000213194	mazG	0.0	0.0002998828041208
K22335	K19221	cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	0.0	0.0002998870098549
K22335	K08296	sixA; phosphohistidine phosphatase [EC:3.1.3.-]	0.0	0.0003997875242593
K22335	K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	0.0	0.0003997875495521
K22335	K05838	ybbN; putative thioredoxin	0.0	0.0006997749124217
K22335	K09862	K09862; uncharacterized protein	0.0	0.0006997893924765
K22335	K00383	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]	0.0	0.0007998426883001
K22335	K07560	dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	0.0	0.0007999062730323
