KO	feature	name	probability_default	probability
K14188	K09797	K09797; uncharacterized protein	0.3893263142005431	0.3814467917628822
K14188	K14998	SURF1, SHY1; surfeit locus 1 family protein	0.3893263142005431	0.3837170473278877
K14188	K09009	K09009; uncharacterized protein	0.3893263142005431	0.3840243404092774
K14188	biofilm		0.3893263142005431	0.384155177415571
K14188	K18672	dacA; diadenylate cyclase [EC:2.7.7.85]	0.3893263142005431	0.3850138171517698
K14188	K06876	K06876; deoxyribodipyrimidine photolyase-related protein	0.3893263142005431	0.385107624274745
K14188	K04486	E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]	0.3893263142005431	0.3854506748675211
K14188	K14540	rbgA; ribosome biogenesis GTPase A	0.3893263142005431	0.3857603012935174
K14188	K18893	vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump	0.3893263142005431	0.3859836993791219
K14188	K09796	pccA; periplasmic copper chaperone A	0.3893263142005431	0.3861774522046221
K14188	mobileOG_000187109	smc	0.3893263142005431	0.3864181946552323
K14188	K09167	K09167; uncharacterized protein	0.3893263142005431	0.3864269421232728
K14188	K00500	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	0.3893263142005431	0.3865214297670797
K14188	K07002	K07002; uncharacterized protein	0.3893263142005431	0.3865751460865028
K14188	K07020	K07020; uncharacterized protein	0.3893263142005431	0.3866184315323735
K14188	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	0.3893263142005431	0.3866659566459628
K14188	K02008	cbiQ; cobalt/nickel transport system permease protein	0.3893263142005431	0.3920226898797711
K14188	K06016	pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]	0.3893263142005431	0.392217401851578
K14188	K07124	K07124; uncharacterized protein	0.3893263142005431	0.3922727661431044
K14188	K07755	AS3MT; arsenite methyltransferase [EC:2.1.1.137]	0.3893263142005431	0.392424205558477
K14188	K01251	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	0.3893263142005431	0.392573034964631
K14188	K01912	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]	0.3893263142005431	0.3929305592887795
K14188	K01458	hutG; N-formylglutamate deformylase [EC:3.5.1.68]	0.3893263142005431	0.3935524724740435
K14188	K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	0.3893263142005431	0.3942624920909987
K14188	K02074	ABC.ZM.A; zinc/manganese transport system ATP-binding protein	0.3893263142005431	0.3950013342744125
