KO	feature	name	probability_default	probability
K18815	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	0.2397956949762004	0.2278592558292276
K18815	K05898	kstD; 3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]	0.2397956949762004	0.2330856967263189
K18815	K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	0.2397956949762004	0.2337712421085512
K18815	K09932	K09932; uncharacterized protein	0.2397956949762004	0.2350112372282078
K18815	K02074	ABC.ZM.A; zinc/manganese transport system ATP-binding protein	0.2397956949762004	0.2354558709010429
K18815	K01458	hutG; N-formylglutamate deformylase [EC:3.5.1.68]	0.2397956949762004	0.2354962435430098
K18815	K02291	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]	0.2397956949762004	0.2355126784761252
K18815	K01555	FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]	0.2397956949762004	0.2355186357258948
K18815	mobileOG_000012143	smc	0.2397956949762004	0.2358433511331293
K18815	mobileOG_000331053	ligD	0.2397956949762004	0.2358725443440492
K18815	K02613	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	0.2397956949762004	0.2360758569647738
K18815	K15012	regA, regR, actR; two-component system, response regulator RegA	0.2397956949762004	0.2364147665067519
K18815	K22550	lhpD; D-hydroxyproline dehydrogenase subunit gamma	0.2397956949762004	0.2364451234052894
K18815	K01029	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	0.2397956949762004	0.2365391172288853
K18815	K06015	E3.5.1.81; N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	0.2397956949762004	0.2366335140211487
K18815	K01266	dmpA, dap; D-aminopeptidase [EC:3.4.11.19]	0.2397956949762004	0.2366656397149746
K18815	K11414	SIRT4, SIR2L4; NAD+-dependent protein deacetylase sirtuin 4 [EC:2.3.1.286]	0.2397956949762004	0.2367008751671493
K18815	K01581	E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]	0.2397956949762004	0.2367229711769759
K18815	K00824	dat; D-alanine transaminase [EC:2.6.1.21]	0.2397956949762004	0.2426131473025699
K18815	mobileOG_000028612	rpoE	0.2397956949762004	0.2431762712554465
K18815	mobileOG_000005184	mutS	0.2397956949762004	0.2432781329619014
K18815	K09012	sufR; DeoR family transcriptional regulator, suf operon transcriptional repressor	0.2397956949762004	0.2433099912711095
K18815	K16785	ecfT; energy-coupling factor transport system permease protein	0.2397956949762004	0.2434999611714805
K18815	K14189	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]	0.2397956949762004	0.2443293458794792
K18815	K08602	pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]	0.2397956949762004	0.2467119412998764
