KO	feature	name	probability_default	probability
K19593	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator	0.2636296470762204	0.2292048863499466
K19593	K06872	K06872; uncharacterized protein	0.2636296470762204	0.237087891761033
K19593	K03282	mscL; large conductance mechanosensitive channel	0.2636296470762204	0.241510504112193
K19593	K06143	creD; inner membrane protein	0.2636296470762204	0.2420344436049516
K19593	K18900	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	0.2636296470762204	0.2432552904571152
K19593	K03672	trxC; thioredoxin 2 [EC:1.8.1.8]	0.2636296470762204	0.2443124608431779
K19593	K22042	hlyU; ArsR family transcriptional regulator, virulence genes transcriptional regulator	0.2636296470762204	0.2454330731155732
K19593	K07275	ompW; outer membrane protein	0.2636296470762204	0.246468676880511
K19593	K07146	K07146; UPF0176 protein	0.2636296470762204	0.2474689961010585
K19593	K07054	K07054; uncharacterized protein	0.2636296470762204	0.2479165782508632
K19593	K08289	purT; phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]	0.2636296470762204	0.2502017088858809
K19593	K06132	clsC; cardiolipin synthase C [EC:2.7.8.-]	0.2636296470762204	0.2506576920960124
K19593	mobileOG_000038071	ihfB	0.2636296470762204	0.2512841146277166
K19593	K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	0.2636296470762204	0.2522659926807453
K19593	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein	0.2636296470762204	0.252408831175229
K19593	K09780	K09780; uncharacterized protein	0.2636296470762204	0.2526664134721226
K19593	K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	0.2636296470762204	0.2533062156771248
K19593	mobileOG_000327250	hda	0.2636296470762204	0.2534165111865933
K19593	K02299	cyoC; cytochrome o ubiquinol oxidase subunit III	0.2636296470762204	0.2537328080684687
K19593	mobileOG_000189051	recO	0.2636296470762204	0.2539004327314518
K19593	K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	0.2636296470762204	0.2540749297772675
K19593	plant		0.2636296470762204	0.2545055721719956
K19593	K01495	GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]	0.2636296470762204	0.2551813852536267
K19593	K18928	lldE; L-lactate dehydrogenase complex protein LldE	0.2636296470762204	0.2805817626724073
K19593	K22024	pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]	0.2636296470762204	0.2817571862941451
