ARG	feature	score_RF	score_Odds	name
K18347	K00003	0.0006505953640343	1.415943192169122	K00003 hom; homoserine dehydrogenase [EC:1.1.1.3]
K18347	K00010	0.0009267237040362	0.6123354033244468	K00010 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K18347	K00019	0.0002937663737353	0.1337064295460324	K00019 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K18347	K00023	1.494165376358876e-05	-1.4502577416692544	K00023 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K18347	K00027	0.0003396641444665	0.5842780251436	K00027 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K18347	K00029	0.0016025310321496	-1.085583754245091	K00029 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K18347	K00033	0.0003356547327195	0.5586486241315285	K00033 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K18347	K00038	0.0003601153485213	0.5405357656307387	K00038 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K18347	K00042	0.0009706592937716	0.1066859172286368	K00042 garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
K18347	K00074	0.0004400442788991	0.0826234775447389	K00074 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K18347	K00078	0.0005956557342764	0.7297250473211495	K00078 DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K18347	K00091	0.0004480501541254	-0.272538377775406	K00091 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K18347	K00097	0.001632519935832	-1.8257119802154893	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K18347	K00108	9.582120514783096e-05	-0.0532456964048349	K00108 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K18347	K00121	0.0004062276932633	-1.663699554363389	K00121 frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K18347	K00123	0.0001051205959537	-0.3008917865542308	K00123 fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K18347	K00140	0.0003605034426929	0.3690731037289876	K00140 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K18347	K00154	3.0434016000717692e-05	-1.3118245250407865	K00154 E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K18347	K00156	0.0002422879422583	0.4065115120456809	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
K18347	K00161	0.0003625506112733	0.4487818245873586	K00161 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K18347	K00162	0.0003739889948779	0.4422760782685408	K00162 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K18347	K00174	0.0011196141262549	0.6875910296913635	K00174 korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K18347	K00228	0.0014791652789528	-1.3902932265984898	K00228 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K18347	K00231	0.0015511880410862	0.9159726379968266	K00231 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K18347	K00242	0.0001973158623057	-0.0438583574227089	K00242 sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K18347	K00263	0.0002265460786393	0.1175168742881248	K00263 E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
K18347	K00266	0.0010734483517805	0.3116940007722446	K00266 gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K18347	K00275	0.0001283739530284	-0.3213802754415514	K00275 pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K18347	K00294	0.0003538099538031	0.5149893309960779	K00294 E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K18347	K00297	0.0003433960022391	-0.3237603881681565	K00297 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
